Date	Month	Channel	Owner	Zone	Sales Value	Cost of Sales	Price	Gross Profit	Indirect Costs	Operating Profit
1/20/2015	15-Jan	SINGLE FAMILY	2223  11TH AVE S 	2		200000	200			No
1/20/2015	15-Jan	SINGLE FAMILY	5606 B  LOUISIANA AVE 	3		329900	329.9			No
1/20/2015	15-Jan	SINGLE FAMILY	3026  INDIANA AVE 	3		62500	62.5			No
1/20/2015	15-Jan	SINGLE FAMILY	1613  CUMBERLAND STATION BLVD 	6		136000	136			No
1/20/2015	15-Jan	SINGLE FAMILY	1010 B  VIRGINIA AVE 	6		242500	242.5			No
1/20/2015	15-Jan	SINGLE FAMILY	1423  MONETTA AVE 	6		110000	110			No
1/20/2015	15-Jan	SINGLE FAMILY	1513  DUGGER DR 	6		159000	159			No
1/20/2015	15-Jan	SINGLE FAMILY	1404  GREENWOOD AVE 	6		410000	410			No
1/20/2015	15-Jan	SINGLE FAMILY	1114  CALVIN AVE 	6		207321	207.321			No
1/20/2015	15-Jan	SINGLE FAMILY	800  CRESCENT HILL RD 	6		219000	219			No
1/20/2015	15-Jan	SINGLE FAMILY	854  BETH DR 	6		275000	275			No
1/20/2015	15-Jan	SINGLE FAMILY	710  S 13TH ST 	6		115000	115			No
1/20/2015	15-Jan	SINGLE FAMILY	4529  HAWTHORN DR 	7		200000	200			No
1/20/2015	15-Jan	SINGLE FAMILY	2806  SURREY RD 	7		98000	98			No
1/20/2015	15-Jan	SINGLE FAMILY	4540  HAMILTON LN 	8		170000	170			No
1/20/2015	15-Jan	SINGLE FAMILY	1421  ROCKGLADE RUN 	8		159330	159.33			No
1/20/2015	15-Jan	SINGLE FAMILY	408  MOSSY OAK TRL 	8		170000	170			No
1/21/2015	15-Jan	SINGLE FAMILY	2204  SANDRA DR 	1		33333	33.333			No
1/21/2015	15-Jan	SINGLE FAMILY	266  TANKSLEY AVE 	1		38774	38.774			No
1/21/2015	15-Jan	SINGLE FAMILY	5136  ENGLISH VILLAGE DR 	1		290000	290			No
1/21/2015	15-Jan	SINGLE FAMILY	921  FALLVIEW TRL 	1		170000	170			No
1/21/2015	15-Jan	SINGLE FAMILY	2356  FOREST LAKE DR 	1		300000	300			No
1/21/2015	15-Jan	SINGLE FAMILY	6634  SUNNYWOOD DR 	1		262900	262.9			No
1/21/2015	15-Jan	SINGLE FAMILY	2948  GLENWAY DR 	2		267500	267.5			No
1/21/2015	15-Jan	SINGLE FAMILY	6232  HILLSBORO PIKE 	2		850000	850			No
1/21/2015	15-Jan	SINGLE FAMILY	612  COMET DR 	3		205000	205			No
1/21/2015	15-Jan	SINGLE FAMILY	337  HICKORY ST 	6		91300	91.3			No
1/21/2015	15-Jan	SINGLE FAMILY	3705  BURRUS ST 	6		309900	309.9			No
1/21/2015	15-Jan	SINGLE FAMILY	112  JACKSONIAN DR 	7		149900	149.9			No
1/21/2015	15-Jan	SINGLE FAMILY	2549  HIBBITTS RD 	7		125000	125			No
1/21/2015	15-Jan	SINGLE FAMILY	2618  EDGE O LAKE DR 	8		157400	157.4			No
1/22/2015	15-Jan	SINGLE FAMILY	495  ELLENWOOD DR 	1		197000	197			No
1/22/2015	15-Jan	SINGLE FAMILY	4741  STERLING CROSS 	1		425000	425			No
1/22/2015	15-Jan	SINGLE FAMILY	224  WILSONIA AVE 	2		499000	499			No
1/22/2015	15-Jan	SINGLE FAMILY	5012  HIGH VALLEY DR 	2		800000	800			No
1/22/2015	15-Jan	SINGLE FAMILY	305  PARMLEY LN 	4		260049	260.049			No
1/22/2015	15-Jan	SINGLE FAMILY	1206  STAINBACK AVE 	6		332000	332			No
1/22/2015	15-Jan	SINGLE FAMILY	1218  N 7TH ST 	6		291900	291.9			No
1/22/2015	15-Jan	SINGLE FAMILY	2719  BOBBY AVE 	6		150000	150			No
1/22/2015	15-Jan	SINGLE FAMILY	1121  N 7TH ST 	6		30000	30			No
1/22/2015	15-Jan	SINGLE FAMILY	919  W EASTLAND AVE 	6		191000	191			No
1/22/2015	15-Jan	SINGLE FAMILY	910  S 13TH ST 	6		40000	40			No
1/22/2015	15-Jan	SINGLE FAMILY	1233  ALANDEE ST 	7		134000	134			No
1/22/2015	15-Jan	SINGLE FAMILY	832  STONE HEDGE CT 	7		136900	136.9			No
1/22/2015	15-Jan	SINGLE FAMILY	4831  SHADOWLAWN DR 	7		94000	94			No
1/22/2015	15-Jan	SINGLE FAMILY	3256  KNOBVIEW DR 	7		205000	205			No
1/23/2015	15-Jan	SINGLE FAMILY	524  WEDGEWOOD AVE 	1		400000	400			No
1/23/2015	15-Jan	SINGLE FAMILY	557  WHISPERING HILLS DR 	1		177900	177.9			No
1/23/2015	15-Jan	SINGLE FAMILY	5421  FREDERICKSBURG WAY W 	1		316000	316			No
1/23/2015	15-Jan	SINGLE FAMILY	4828  AARON DR 	1		209900	209.9			No
1/23/2015	15-Jan	SINGLE FAMILY	5562  OAK CHASE DR 	1		205000	205			No
1/23/2015	15-Jan	SINGLE FAMILY	6725  SUNNYWOOD DR 	1		174679	174.679			No
1/23/2015	15-Jan	SINGLE FAMILY	237  CHEROKEE RD 	2		550000	550			No
1/23/2015	15-Jan	SINGLE FAMILY	7005  WATERBURY PT 	2		315000	315			No
1/23/2015	15-Jan	SINGLE FAMILY	8184  LONDONBERRY RD 	2		319000	319			No
1/23/2015	15-Jan	SINGLE FAMILY	5008  RAGLAND DR 	2		374900	374.9			No
1/23/2015	15-Jan	SINGLE FAMILY	105  TULIPTREE CT 	2		275650	275.65			No
1/23/2015	15-Jan	SINGLE FAMILY	7212  POPLAR CREEK TRCE 	2		235000	235			No
1/23/2015	15-Jan	SINGLE FAMILY	2401  SANTI AVE 	3		44107	44.107			No
1/23/2015	15-Jan	SINGLE FAMILY	4802 B  ILLINOIS AVE 	3		305000	305			No
1/23/2015	15-Jan	SINGLE FAMILY	1075  RIVERSPRING DR 	3		223500	223.5			No
1/23/2015	15-Jan	SINGLE FAMILY	3011  DOAK AVE 	4		69900	69.9			No
1/23/2015	15-Jan	SINGLE FAMILY	2104  QUAIL RIDGE DR 	5		134900	134.9			No
1/23/2015	15-Jan	SINGLE FAMILY	1640  LIBERTY HILL DR 	6		100000	100			No
1/23/2015	15-Jan	SINGLE FAMILY	924  SANTA MARIA CV 	6		135000	135			No
1/23/2015	15-Jan	SINGLE FAMILY	1900  GRANTS PASS 	6		150000	150			No
1/23/2015	15-Jan	SINGLE FAMILY	703  MAPLEWOOD LN 	6		134000	134			No
1/23/2015	15-Jan	SINGLE FAMILY	4300  SAUNDERS AVE 	6		184900	184.9			No
1/23/2015	15-Jan	SINGLE FAMILY	3713  HILLTOP LN 	6		62000	62			No
1/23/2015	15-Jan	SINGLE FAMILY	917  SHARPE AVE 	6		105000	105			No
1/23/2015	15-Jan	SINGLE FAMILY	2403  CARTER AVE 	6		180000	180			No
1/23/2015	15-Jan	SINGLE FAMILY	5128  MOUNTAINBROOK CIR 	7		294933	294.933			No
1/23/2015	15-Jan	SINGLE FAMILY	6015  PANAMA DR 	7		77000	77			No
1/23/2015	15-Jan	SINGLE FAMILY	1717  PORCHREST WAY 	8		163960	163.96			No
1/23/2015	15-Jan	SINGLE FAMILY	1440  ROCKGLADE RUN 	8		156116	156.116			No
1/26/2015	15-Jan	SINGLE FAMILY	205  LUTIE ST 	1		110000	110			No
1/26/2015	15-Jan	SINGLE FAMILY	4820  DANBY DR 	1		237000	237			No
1/26/2015	15-Jan	SINGLE FAMILY	745  22ND NORTH CT 	2		45000	45			No
1/26/2015	15-Jan	SINGLE FAMILY	838  BROOK HOLLOW RD 	2		230763	230.763			No
1/26/2015	15-Jan	SINGLE FAMILY	2213  11TH AVE S 	2		340700	340.7			No
1/26/2015	15-Jan	SINGLE FAMILY	605  LYNNWOOD BLVD 	2		892000	892			No
1/26/2015	15-Jan	SINGLE FAMILY	8154  OLD SPRINGFIELD PIKE 	5		162500	162.5			No
1/26/2015	15-Jan	SINGLE FAMILY	5044  COBBLESTONE CREEK DR 	5		192000	192			No
1/26/2015	15-Jan	SINGLE FAMILY	331  RICHARDSON AVE 	6		250000	250			No
1/26/2015	15-Jan	SINGLE FAMILY	1112  ORDWAY PL 	6		470000	470			No
1/26/2015	15-Jan	SINGLE FAMILY	2230  AUBREY CT 	7		105000	105			No
1/26/2015	15-Jan	SINGLE FAMILY	2204  REVERE PL 	7		125000	125			No
1/26/2015	15-Jan	SINGLE FAMILY	3108  EARHART RD 	8		260000	260			No
1/26/2015	15-Jan	SINGLE FAMILY	3851  PRIEST LAKE DR 	8		177000	177			No
1/26/2015	15-Jan	SINGLE FAMILY	319  LUNA DR 	8		135900	135.9			No
1/26/2015	15-Jan	SINGLE FAMILY	1929  WILD OAKS CT 	8		173500	173.5			No
1/26/2015	15-Jan	SINGLE FAMILY	405  HICKORY WOODS CT 	8		157500	157.5			No
1/27/2015	15-Jan	SINGLE FAMILY	347  BLACKMAN RD 	1		215000	215			No
1/27/2015	15-Jan	SINGLE FAMILY	5128  ENGLISH VILLAGE DR 	1		179700	179.7			No
1/27/2015	15-Jan	SINGLE FAMILY	953  SOUTHSIDE PL 	2		221450	221.45			No
1/27/2015	15-Jan	SINGLE FAMILY	332  WALNUT DR 	2		532500	532.5			No
1/27/2015	15-Jan	SINGLE FAMILY	1229  N AVONDALE CIR 	4		45000	45			No
1/27/2015	15-Jan	SINGLE FAMILY	4611  GRINSTEAD PL 	6		240000	240			No
1/27/2015	15-Jan	SINGLE FAMILY	4615  GRINSTEAD PL 	6		107000	107			No
1/27/2015	15-Jan	SINGLE FAMILY	4304  GLYNDA DR 	6		268500	268.5			No
1/27/2015	15-Jan	SINGLE FAMILY	1003 B  SPAIN AVE 	6		140000	140			No
1/27/2015	15-Jan	SINGLE FAMILY	602  S 12TH ST 	6		196000	196			No
1/27/2015	15-Jan	SINGLE FAMILY	1312  VENUS DR 	8		97900	97.9			No
1/27/2015	15-Jan	SINGLE FAMILY	3008  SKYVALLEY GRV 	8		160500	160.5			No
1/27/2015	15-Jan	SINGLE FAMILY	6001  FIRELIGHT TRL 	8		155500	155.5			No
1/28/2015	15-Jan	SINGLE FAMILY	612  MOORE AVE 	1		128505	128.505			No
1/28/2015	15-Jan	SINGLE FAMILY	508  LANDON DR 	1		300000	300			No
1/28/2015	15-Jan	SINGLE FAMILY	5309  COCHRAN DR 	1		349000	349			No
1/28/2015	15-Jan	SINGLE FAMILY	6638  SUNNYWOOD DR 	1		242571	242.571			No
1/28/2015	15-Jan	SINGLE FAMILY	983  DAVIDSON DR 	2		265000	265			No
1/28/2015	15-Jan	SINGLE FAMILY	3817  ABBOTT MARTIN RD 	2		600000	600			No
1/28/2015	15-Jan	SINGLE FAMILY	4023  SUNNYBROOK DR 	2		730000	730			No
1/28/2015	15-Jan	SINGLE FAMILY	4426  GRANNY WHITE PIKE 	2		675000	675			No
1/28/2015	15-Jan	SINGLE FAMILY	218  CARRIAGE DR 	2		164900	164.9			No
1/28/2015	15-Jan	SINGLE FAMILY	8057  POPLARWOOD RD 	2		255000	255			No
1/28/2015	15-Jan	SINGLE FAMILY	1950  OLD HICKORY BLVD 	2		338000	338			No
1/28/2015	15-Jan	SINGLE FAMILY	5604  KENTUCKY AVE 	3		328000	328			No
1/28/2015	15-Jan	SINGLE FAMILY	509  PARMLEY DR 	4		261900	261.9			No
1/28/2015	15-Jan	SINGLE FAMILY	1400  FLORENCE AVE 	6		121708	121.708			No
1/28/2015	15-Jan	SINGLE FAMILY	918  WOODS LAKE DR 	6		164900	164.9			No
1/28/2015	15-Jan	SINGLE FAMILY	918  WOODS LAKE DR 	6		164900	164.9			No
1/28/2015	15-Jan	SINGLE FAMILY	4609  GRINSTEAD PL 	6		203000	203			No
1/28/2015	15-Jan	SINGLE FAMILY	4303  GLYNDA DR 	6		160000	160			No
1/28/2015	15-Jan	SINGLE FAMILY	1209 B  N 8TH ST 	6		140000	140			No
1/28/2015	15-Jan	SINGLE FAMILY	504  RUSSELL ST 	6		800000	800			No
1/28/2015	15-Jan	SINGLE FAMILY	1040  PETWAY AVE 	6		319500	319.5			No
1/28/2015	15-Jan	SINGLE FAMILY	866  BETH DR 	6		254900	254.9			No
1/28/2015	15-Jan	SINGLE FAMILY	4595  ARTELIA DR 	8		125000	125			No
1/29/2015	15-Jan	SINGLE FAMILY	425  MCCLELLAN AVE 	1		205000	205			No
1/29/2015	15-Jan	SINGLE FAMILY	457  TUSCULUM RD 	1		110000	110			No
1/29/2015	15-Jan	SINGLE FAMILY	4949  YORKSHIRE RD 	1		170500	170.5			No
1/29/2015	15-Jan	SINGLE FAMILY	1400  HUNTERS BRANCH RD 	1		150000	150			No
1/29/2015	15-Jan	SINGLE FAMILY	8344  ST DANASUS DR 	1		266000	266			No
1/29/2015	15-Jan	SINGLE FAMILY	2722  DRACUT LN 	1		179000	179			No
1/29/2015	15-Jan	SINGLE FAMILY	7527  TARMAC WAY 	1		252606	252.606			No
1/29/2015	15-Jan	SINGLE FAMILY	5316  MISSIONARY WAY 	1		226000	226			No
1/29/2015	15-Jan	SINGLE FAMILY	5123  ANDER DR 	1		234749	234.749			No
1/29/2015	15-Jan	SINGLE FAMILY	512  WILCOX CT 	1		335578	335.578			No
1/29/2015	15-Jan	SINGLE FAMILY	5209  NEVADA AVE 	2		680000	680			No
1/29/2015	15-Jan	SINGLE FAMILY	4302  DAKOTA AVE 	2		575000	575			No
1/29/2015	15-Jan	SINGLE FAMILY	765  NEWBERRY RD 	2		479500	479.5			No
1/29/2015	15-Jan	SINGLE FAMILY	105  BELLE MEADE BLVD 	2		3100000	3100			No
1/29/2015	15-Jan	SINGLE FAMILY	2807  HAZELWOOD DR 	2		400000	400			No
1/29/2015	15-Jan	SINGLE FAMILY	935  BATTERY LN 	2		369000	369			No
1/29/2015	15-Jan	SINGLE FAMILY	616  HARPETH TRACE DR 	2		361500	361.5			No
1/29/2015	15-Jan	SINGLE FAMILY	7020  NATCHEZ POINTE BLVD 	2		401450	401.45			No
1/29/2015	15-Jan	SINGLE FAMILY	6304  WILDWOOD VALLEY DR 	2		425000	425			No
1/29/2015	15-Jan	SINGLE FAMILY	5506  CALIFORNIA AVE 	3		120000	120			No
1/29/2015	15-Jan	SINGLE FAMILY	3311  AUSTIN LN 	5		130000	130			No
1/29/2015	15-Jan	SINGLE FAMILY	1233  N GRAYCROFT AVE 	6		125000	125			No
1/29/2015	15-Jan	SINGLE FAMILY	826  BROOKS AVE 	6		115900	115.9			No
1/29/2015	15-Jan	SINGLE FAMILY	308  SCALF DR 	6		39000	39			No
1/29/2015	15-Jan	SINGLE FAMILY	240  WARRIOR RD 	6		103500	103.5			No
1/29/2015	15-Jan	SINGLE FAMILY	1912  GRANTS PASS 	6		157900	157.9			No
1/29/2015	15-Jan	SINGLE FAMILY	155  DELLWAY DR 	6		138000	138			No
1/29/2015	15-Jan	SINGLE FAMILY	3207  CONEY ST 	6		97000	97			No
1/29/2015	15-Jan	SINGLE FAMILY	3003  KEELING AVE 	6		278000	278			No
1/29/2015	15-Jan	SINGLE FAMILY	1007  SPAIN AVE 	6		125000	125			No
1/29/2015	15-Jan	SINGLE FAMILY	1805  CAHAL AVE 	6		261500	261.5			No
1/29/2015	15-Jan	SINGLE FAMILY	2200  PORTER RD 	6		289400	289.4			No
1/29/2015	15-Jan	SINGLE FAMILY	1119  PENNOCK AVE 	6		312000	312			No
1/29/2015	15-Jan	SINGLE FAMILY	1419  DUGGER DR 	6		175000	175			No
1/29/2015	15-Jan	SINGLE FAMILY	812  LIVINGSTON ST 	7		125000	125			No
1/29/2015	15-Jan	SINGLE FAMILY	4872  WHITTIER DR 	7		84000	84			No
1/29/2015	15-Jan	SINGLE FAMILY	4116  STONE HALL BLVD 	7		325000	325			No
1/29/2015	15-Jan	SINGLE FAMILY	5113  MOUNTAINBROOK CIR 	7		404028	404.028			No
1/29/2015	15-Jan	SINGLE FAMILY	5104  MOUNTAINBROOK CIR 	7		321972	321.972			No
1/29/2015	15-Jan	SINGLE FAMILY	4572  RACCOON TRL 	7		180000	180			No
1/29/2015	15-Jan	SINGLE FAMILY	612  TEMPLEWOOD DR 	7		140000	140			No
1/29/2015	15-Jan	SINGLE FAMILY	2249  SEVEN POINTS CIR 	8		282500	282.5			No
1/29/2015	15-Jan	SINGLE FAMILY	112  GLENMONT DR 	8		110000	110			No
1/29/2015	15-Jan	SINGLE FAMILY	820  BILLINGSGATE CT 	8		131000	131			No
1/29/2015	15-Jan	SINGLE FAMILY	1106  RURAL HILL RD 	8		107000	107			No
1/29/2015	15-Jan	SINGLE FAMILY	3341  COUNTRY RIDGE DR 	8		164900	164.9			No
1/29/2015	15-Jan	SINGLE FAMILY	7417  E WINCHESTER DR 	8		171500	171.5			No
1/30/2015	15-Jan	SINGLE FAMILY	1322  PILLOW ST 	1		185000	185			No
1/30/2015	15-Jan	SINGLE FAMILY	65  LYLE LN 	1		110000	110			No
1/30/2015	15-Jan	SINGLE FAMILY	3212  GLENCLIFF RD 	1		127000	127			No
1/30/2015	15-Jan	SINGLE FAMILY	433  BELLINGRATH DR 	1		235000	235			No
1/30/2015	15-Jan	SINGLE FAMILY	113  LANE WOOD CT 	1		100000	100			No
1/30/2015	15-Jan	SINGLE FAMILY	5041  SUTER DR 	1		100000	100			No
1/30/2015	15-Jan	SINGLE FAMILY	528  BONERWOOD CT 	1		243000	243			No
1/30/2015	15-Jan	SINGLE FAMILY	5405  COCHRAN DR 	1		383000	383			No
1/30/2015	15-Jan	SINGLE FAMILY	925  DUNDONNELL PL 	1		315000	315			No
1/30/2015	15-Jan	SINGLE FAMILY	390  OCALA DR 	1		96500	96.5			No
1/30/2015	15-Jan	SINGLE FAMILY	5301  VILLAGE WAY 	1		160000	160			No
1/30/2015	15-Jan	SINGLE FAMILY	4748  CRYSTAL BROOK DR 	1		170000	170			No
1/30/2015	15-Jan	SINGLE FAMILY	805  MANASSAS CT 	1		367000	367			No
1/30/2015	15-Jan	SINGLE FAMILY	5881  WOODLANDS AVE 	1		206900	206.9			No
1/30/2015	15-Jan	SINGLE FAMILY	7347  ALTHORP WAY 	1		184900	184.9			No
1/30/2015	15-Jan	SINGLE FAMILY	7315  ALTHORP WAY 	1		167000	167			No
1/30/2015	15-Jan	SINGLE FAMILY	2923  STONE LN 	1		192500	192.5			No
1/30/2015	15-Jan	SINGLE FAMILY	2713  AMBER CREST CT 	1		227508	227.508			No
1/30/2015	15-Jan	SINGLE FAMILY	320  UPPER MILL DR 	1		160000	160			No
1/30/2015	15-Jan	SINGLE FAMILY	5605  HICKORY PARK DR 	1		172000	172			No
1/30/2015	15-Jan	SINGLE FAMILY	8805  CRESSENT GLEN CT 	1		174780	174.78			No
1/30/2015	15-Jan	SINGLE FAMILY	8833  CRESSENT GLEN CT 	1		155000	155			No
1/30/2015	15-Jan	SINGLE FAMILY	520  WILCOX CT 	1		301375	301.375			No
1/30/2015	15-Jan	SINGLE FAMILY	3100  CELT ALY 	1		233765	233.765			No
1/30/2015	15-Jan	SINGLE FAMILY	2170  KIRKWALL DR 	1		252925	252.925			No
1/30/2015	15-Jan	SINGLE FAMILY	1806  MEHARRY BLVD 	2		106392	106.392			No
1/30/2015	15-Jan	SINGLE FAMILY	3508  PARK AVE 	2		160000	160			No
1/30/2015	15-Jan	SINGLE FAMILY	917  ARCHER ST 	2		300000	300			No
1/30/2015	15-Jan	SINGLE FAMILY	921  ARCHER ST 	2		330000	330			No
1/30/2015	15-Jan	SINGLE FAMILY	1710 15TH AVE S 	2		300000	300			No
1/30/2015	15-Jan	SINGLE FAMILY	1103  W GROVE AVE 	2		584806	584.806			No
1/30/2015	15-Jan	SINGLE FAMILY	821  HILLVIEW HTS 	2		325000	325			No
1/30/2015	15-Jan	SINGLE FAMILY	6021  SEDBERRY RD 	2		325000	325			No
1/30/2015	15-Jan	SINGLE FAMILY	113  BROOKFIELD AVE 	2		894900	894.9			No
1/30/2015	15-Jan	SINGLE FAMILY	605  RIVER RIDGE CT 	2		260000	260			No
1/30/2015	15-Jan	SINGLE FAMILY	5350  GRANNY WHITE PIKE 	2		450000	450			No
1/30/2015	15-Jan	SINGLE FAMILY	5833  ROBERT E LEE DR 	2		635000	635			No
1/30/2015	15-Jan	SINGLE FAMILY	1241  JEFFERSON DAVIS CT 	2		475000	475			No
1/30/2015	15-Jan	SINGLE FAMILY	7332  RIVER PARK DR 	2		290000	290			No
1/30/2015	15-Jan	SINGLE FAMILY	7105  NATCHEZ POINTE PL 	2		575000	575			No
1/30/2015	15-Jan	SINGLE FAMILY	5656  TRACESIDE DR 	2		298500	298.5			No
1/30/2015	15-Jan	SINGLE FAMILY	630  RIES AVE 	3		109900	109.9			No
1/30/2015	15-Jan	SINGLE FAMILY	5840  LESLIE AVE 	3		225000	225			No
1/30/2015	15-Jan	SINGLE FAMILY	7720  RIVERVIEW BEND DR 	3		300000	300			No
1/30/2015	15-Jan	SINGLE FAMILY	8421  ROLLING HILLS DR 	3		323000	323			No
1/30/2015	15-Jan	SINGLE FAMILY	608  CHERRY GROVE PT 	4		360000	360			No
1/30/2015	15-Jan	SINGLE FAMILY	601  CHILDRESS XING 	4		231000	231			No
1/30/2015	15-Jan	SINGLE FAMILY	2934  VISTA LN 	4		161000	161			No
1/30/2015	15-Jan	SINGLE FAMILY	621  MALTA DR 	4		179000	179			No
1/30/2015	15-Jan	SINGLE FAMILY	4005  CEDAR CIR 	4		63300	63.3			No
1/30/2015	15-Jan	SINGLE FAMILY	2733  BUENA VISTA PIKE 	4		107000	107			No
1/30/2015	15-Jan	SINGLE FAMILY	1230  DALEMERE DR 	5		170000	170			No
1/30/2015	15-Jan	SINGLE FAMILY	111  LIDGATE TER 	6		174000	174			No
1/30/2015	15-Jan	SINGLE FAMILY	320  ALTA LOMA RD 	6		81000	81			No
1/30/2015	15-Jan	SINGLE FAMILY	304  MYATT DR 	6		64355	64.355			No
1/30/2015	15-Jan	SINGLE FAMILY	1416  JOE PYRON DR 	6		179900	179.9			No
1/30/2015	15-Jan	SINGLE FAMILY	1215  WINDING WAY 	6		356000	356			No
1/30/2015	15-Jan	SINGLE FAMILY	307  EDWIN ST 	6		75000	75			No
1/30/2015	15-Jan	SINGLE FAMILY	3619  BAXTER AVE 	6		170000	170			No
1/30/2015	15-Jan	SINGLE FAMILY	1626  NORTHVIEW AVE 	6		97000	97			No
1/30/2015	15-Jan	SINGLE FAMILY	1014  MERIDIAN ST 	6		152000	152			No
1/30/2015	15-Jan	SINGLE FAMILY	1113  PENNOCK AVE 	6		110000	110			No
1/30/2015	15-Jan	SINGLE FAMILY	722  MYRTLE ST 	6		100000	100			No
1/30/2015	15-Jan	SINGLE FAMILY	612  S 14TH ST 	6		125000	125			No
1/30/2015	15-Jan	SINGLE FAMILY	1806  EASTSIDE AVE 	6		225000	225			No
1/30/2015	15-Jan	SINGLE FAMILY	916  LIVINGSTON ST 	7		112500	112.5			No
1/30/2015	15-Jan	SINGLE FAMILY	4159  LONGFELLOW DR 	7		184000	184			No
1/30/2015	15-Jan	SINGLE FAMILY	1712  GRANDY PL 	7		320000	320			No
1/30/2015	15-Jan	SINGLE FAMILY	1116  SAFETY HARBOR CV 	7		920000	920			No
1/30/2015	15-Jan	SINGLE FAMILY	1837  WOODLAND FARMS CT 	7		256000	256			No
1/30/2015	15-Jan	SINGLE FAMILY	2242  MAPLECREST DR 	7		110000	110			No
1/30/2015	15-Jan	SINGLE FAMILY	4161  STONE HALL BLVD 	7		353900	353.9			No
1/30/2015	15-Jan	SINGLE FAMILY	1569  MARKET SQ 	7		167500	167.5			No
1/30/2015	15-Jan	SINGLE FAMILY	2729  BLUEFIELD AVE 	7		298000	298			No
1/30/2015	15-Jan	SINGLE FAMILY	939  SHAUNA DR 	7		120000	120			No
1/30/2015	15-Jan	SINGLE FAMILY	4736  BILLINGSGATE RD 	8		172000	172			No
1/30/2015	15-Jan	SINGLE FAMILY	3208  BLUEWATER TRCE 	8		150000	150			No
1/30/2015	15-Jan	SINGLE FAMILY	1902  WILD OAKS CT 	8		157750	157.75			No
1/30/2015	15-Jan	SINGLE FAMILY	2904  PINEBROOK CT 	8		165000	165			No
2/2/2015	15-Feb	SINGLE FAMILY	8222  PERSIA WAY 	1		207500	207.5			No
2/2/2015	15-Feb	SINGLE FAMILY	1120  STREAMDALE PT E 	1		220000	220			No
2/2/2015	15-Feb	SINGLE FAMILY	3320  FELICIA ST 	2		135000	135			No
2/2/2015	15-Feb	SINGLE FAMILY	4105  MEDIA ST 	2		594300	594.3			No
2/2/2015	15-Feb	SINGLE FAMILY	72  CONCORD PARK W 	2		749000	749			No
2/2/2015	15-Feb	SINGLE FAMILY	6300  WILLOW OAK DR 	2		250000	250			No
2/2/2015	15-Feb	SINGLE FAMILY	1728  PECAN ST 	3		57000	57			No
2/2/2015	15-Feb	SINGLE FAMILY	1728  PECAN ST 	3		57000	57			No
2/2/2015	15-Feb	SINGLE FAMILY	1013  FALLS AVE 	6		425000	425			No
2/2/2015	15-Feb	SINGLE FAMILY	110  HART LN 	6		164900	164.9			No
2/2/2015	15-Feb	SINGLE FAMILY	2218  FERNWOOD DR 	6		164000	164			No
2/2/2015	15-Feb	SINGLE FAMILY	2616  MIAMI AVE 	7		150700	150.7			No
2/2/2015	15-Feb	SINGLE FAMILY	402  BRANDYWINE DR 	7		290000	290			No
2/2/2015	15-Feb	SINGLE FAMILY	1828  BROOKMEADOW LN 	7		179900	179.9			No
2/2/2015	15-Feb	SINGLE FAMILY	733  ALBANY DR 	7		165000	165			No
2/2/2015	15-Feb	SINGLE FAMILY	309  HUNTERS PATH CT 	7		173000	173			No
2/2/2015	15-Feb	SINGLE FAMILY	2120  STROMBURY DR 	7		194000	194			No
2/2/2015	15-Feb	SINGLE FAMILY	429  WOODBERRY DR 	7		125800	125.8			No
2/2/2015	15-Feb	SINGLE FAMILY	4721  CAPE HOPE PASS 	8		240000	240			No
2/2/2015	15-Feb	SINGLE FAMILY	2636  LAKESIDE MEADOWS DR 	8		265000	265			No
2/2/2015	15-Feb	SINGLE FAMILY	3412  WESTCLIFFE CT 	8		145500	145.5			No
2/2/2015	15-Feb	SINGLE FAMILY	5011  PRESERVE BLVD 	8		187000	187			No
2/2/2015	15-Feb	SINGLE FAMILY	500  HICKORY WOODS WAY 	8		137500	137.5			No
2/2/2015	15-Feb	SINGLE FAMILY	4721  CAPE HOPE PASS 	8		240000	240			No
2/2/2015	15-Feb	SINGLE FAMILY	2636  LAKESIDE MEADOWS DR 	8		265000	265			No
2/2/2015	15-Feb	SINGLE FAMILY	3412  WESTCLIFFE CT 	8		145500	145.5			No
2/2/2015	15-Feb	SINGLE FAMILY	5011  PRESERVE BLVD 	8		187000	187			No
2/2/2015	15-Feb	SINGLE FAMILY	500  HICKORY WOODS WAY 	8		137500	137.5			No
2/3/2015	15-Feb	SINGLE FAMILY	510  BRENTVIEW HILLS DR 	1		342000	342			No
2/3/2015	15-Feb	SINGLE FAMILY	6735  SUNNYWOOD DR 	1		209900	209.9			No
2/3/2015	15-Feb	SINGLE FAMILY	2413  ELLIOTT AVE 	2		350000	350			No
2/3/2015	15-Feb	SINGLE FAMILY	7404  HARNESS DR 	2		223000	223			No
2/3/2015	15-Feb	SINGLE FAMILY	6017  DEERBROOK DR 	2		340000	340			No
2/3/2015	15-Feb	SINGLE FAMILY	1316  BEDDINGTON PARK 	2		875000	875			No
2/3/2015	15-Feb	SINGLE FAMILY	5312  TENNESSEE AVE 	3		112897	112.897			No
2/3/2015	15-Feb	SINGLE FAMILY	5312  TENNESSEE AVE 	3		112897	112.897			No
2/3/2015	15-Feb	SINGLE FAMILY	349  VAILVIEW DR 	5		151990	151.99			No
2/3/2015	15-Feb	SINGLE FAMILY	733  WALNUT ST 	6		85000	85			No
